congress,level,area,year,n_articles
DATE,A,Sistemas,2011,321
DATE,A,Sistemas,2012,308
DATE,A,Sistemas,2013,361
DATE,A,Sistemas,2014,372
DATE,A,Sistemas,2015,321
DATE,A,Sistemas,2016,307
DATE,A,Sistemas,2017,337
DATE,A,Sistemas,2018,311
DATE,A,Sistemas,2019,329
DATE,A,Sistemas,2020,324
DATE,A,Sistemas,2021,358
DATE,A,Sistemas,2022,282
DATE,A,Sistemas,2023,324
DATE,A,Sistemas,2024,379
DATE,A,Sistemas,2025,425
DIS,A,HCI,2002,58
DIS,A,HCI,2004,56
DIS,A,HCI,2006,50
DIS,A,HCI,2008,50
DIS,A,HCI,2010,72
DIS,A,HCI,2012,104
DIS,A,HCI,2014,118
DIS,A,HCI,2016,122
DIS,A,HCI,2017,122
DIS,A,HCI,2018,114
DIS,A,HCI,2019,125
DIS,A,HCI,2020,164
DIS,A,HCI,2021,153
DIS,A,HCI,2022,131
DIS,A,HCI,2023,173
DIS,A,HCI,2024,222
DIS,A,HCI,2025,219
DISC,A,Sistemas,2001,23
DISC,A,Sistemas,2002,24
DISC,A,Sistemas,2003,25
DISC,A,Sistemas,2004,32
DISC,A,Sistemas,2005,48
DISC,A,Sistemas,2006,49
DISC,A,Sistemas,2007,48
DISC,A,Sistemas,2008,44
DISC,A,Sistemas,2009,53
DISC,A,Sistemas,2010,50
DISC,A,Sistemas,2011,45
DISC,A,Sistemas,2012,51
DISC,A,Sistemas,2013,38
DISC,A,Sistemas,2014,53
DISC,A,Sistemas,2015,42
DISC,A,Sistemas,2016,32
DISC,A,Sistemas,2017,60
DISC,A,Sistemas,2018,53
DISC,A,Sistemas,2019,50
DISC,A,Sistemas,2020,55
DISC,A,Sistemas,2021,63
DISC,A,Sistemas,2022,53
DISC,A,Sistemas,2023,48
DISC,A,Sistemas,2024,56
DISC,A,Sistemas,2025,67
DSN,A,Sistemas,2001,55
DSN,A,Sistemas,2002,98
DSN,A,Sistemas,2003,84
DSN,A,Sistemas,2004,96
DSN,A,Sistemas,2005,95
DSN,A,Sistemas,2006,73
DSN,A,Sistemas,2007,92
DSN,A,Sistemas,2008,69
DSN,A,Sistemas,2009,76
DSN,A,Sistemas,2010,69
DSN,A,Sistemas,2011,59
DSN,A,Sistemas,2012,51
DSN,A,Sistemas,2013,72
DSN,A,Sistemas,2014,82
DSN,A,Sistemas,2015,54
DSN,A,Sistemas,2016,58
DSN,A,Sistemas,2017,55
DSN,A,Sistemas,2018,62
DSN,A,Sistemas,2019,54
DSN,A,Sistemas,2020,48
DSN,A,Sistemas,2021,49
DSN,A,Sistemas,2022,49
DSN,A,Sistemas,2023,48
DSN,A,Sistemas,2024,43
DSN,A,Sistemas,2025,56
EACL,A,IA / ML,2003,110
EACL,A,IA / ML,2006,92
EACL,A,IA / ML,2009,100
EACL,A,IA / ML,2012,115
EACL,A,IA / ML,2014,163
EACL,A,IA / ML,2021,326
EACL,A,IA / ML,2023,280
EASE,A,Ing. del Software,2006,17
EASE,A,Ing. del Software,2007,11
EASE,A,Ing. del Software,2008,18
EASE,A,Ing. del Software,2009,16
EASE,A,Ing. del Software,2010,17
EASE,A,Ing. del Software,2011,20
EASE,A,Ing. del Software,2012,38
EASE,A,Ing. del Software,2013,31
EASE,A,Ing. del Software,2014,59
EASE,A,Ing. del Software,2015,34
EASE,A,Ing. del Software,2016,43
EASE,A,Ing. del Software,2017,50
EASE,A,Ing. del Software,2018,26
EASE,A,Ing. del Software,2019,43
EASE,A,Ing. del Software,2020,69
EASE,A,Ing. del Software,2021,51
EASE,A,Ing. del Software,2022,66
EASE,A,Ing. del Software,2023,76
EASE,A,Ing. del Software,2024,100
EASE,A,Ing. del Software,2025,126
EC,A*,Teoría,2001,35
EC,A*,Teoría,2003,70
EC,A*,Teoría,2004,46
EC,A*,Teoría,2005,31
EC,A*,Teoría,2006,36
EC,A*,Teoría,2007,49
EC,A*,Teoría,2008,38
EC,A*,Teoría,2009,40
EC,A*,Teoría,2010,45
EC,A*,Teoría,2011,49
EC,A*,Teoría,2012,73
EC,A*,Teoría,2013,74
EC,A*,Teoría,2014,82
EC,A*,Teoría,2015,72
EC,A*,Teoría,2016,82
EC,A*,Teoría,2017,77
EC,A*,Teoría,2018,72
EC,A*,Teoría,2020,99
EC,A*,Teoría,2021,131
EC,A*,Teoría,2022,150
EC,A*,Teoría,2023,162
EC,A*,Teoría,2024,204
EC,A*,Teoría,2025,206
ECAI,A,IA / ML,2002,140
ECAI,A,IA / ML,2004,273
ECAI,A,IA / ML,2006,210
ECAI,A,IA / ML,2008,237
ECAI,A,IA / ML,2010,238
ECAI,A,IA / ML,2012,195
ECAI,A,IA / ML,2014,275
ECAI,A,IA / ML,2016,295
ECAI,A,IA / ML,2020,408
ECAI,A,IA / ML,2023,399
ECAI,A,IA / ML,2024,606
ECAI,A,IA / ML,2025,696
ECCV,A*,IA / ML,2002,226
ECCV,A*,IA / ML,2004,188
ECCV,A*,IA / ML,2006,192
ECCV,A*,IA / ML,2008,244
ECCV,A*,IA / ML,2010,328
ECCV,A*,IA / ML,2012,408
ECCV,A*,IA / ML,2014,362
ECCV,A*,IA / ML,2016,415
ECCV,A*,IA / ML,2018,776
ECCV,A*,IA / ML,2020,1358
ECCV,A*,IA / ML,2022,1645
ECCV,A*,IA / ML,2024,2386
ECIR,A,Bases de datos,2002,23
ECIR,A,Bases de datos,2003,49
ECIR,A,Bases de datos,2004,30
ECIR,A,Bases de datos,2005,53
ECIR,A,Bases de datos,2006,69
ECIR,A,Bases de datos,2007,85
ECIR,A,Bases de datos,2008,87
ECIR,A,Bases de datos,2009,94
ECIR,A,Bases de datos,2010,76
ECIR,A,Bases de datos,2011,95
ECIR,A,Bases de datos,2012,72
ECIR,A,Bases de datos,2013,110
ECIR,A,Bases de datos,2014,105
ECIR,A,Bases de datos,2015,100
ECIR,A,Bases de datos,2016,89
ECIR,A,Bases de datos,2017,80
ECIR,A,Bases de datos,2018,83
ECML PKDD,A,IA / ML,2001,45
ECML PKDD,A,IA / ML,2002,43
ECML PKDD,A,IA / ML,2003,44
ECML PKDD,A,IA / ML,2004,64
ECML PKDD,A,IA / ML,2005,76
ECML PKDD,A,IA / ML,2006,67
ECML PKDD,A,IA / ML,2007,67
ECOOP,A,Ing. del Software,2001,21
ECOOP,A,Ing. del Software,2002,26
ECOOP,A,Ing. del Software,2003,21
ECOOP,A,Ing. del Software,2004,27
ECOOP,A,Ing. del Software,2005,26
ECOOP,A,Ing. del Software,2006,28
ECOOP,A,Ing. del Software,2007,28
ECOOP,A,Ing. del Software,2008,28
ECOOP,A,Ing. del Software,2009,29
ECOOP,A,Ing. del Software,2010,27
ECOOP,A,Ing. del Software,2011,29
ECOOP,A,Ing. del Software,2012,32
ECOOP,A,Ing. del Software,2013,29
ECOOP,A,Ing. del Software,2014,27
ECOOP,A,Ing. del Software,2015,35
ECOOP,A,Ing. del Software,2016,27
ECOOP,A,Ing. del Software,2017,31
ECOOP,A,Ing. del Software,2018,27
ECOOP,A,Ing. del Software,2019,29
ECOOP,A,Ing. del Software,2020,34
ECOOP,A,Ing. del Software,2021,23
ECOOP,A,Ing. del Software,2022,36
ECOOP,A,Ing. del Software,2023,45
ECOOP,A,Ing. del Software,2024,48
ECOOP,A,Ing. del Software,2025,43
EMNLP,A*,IA / ML,2001,21
EMNLP,A*,IA / ML,2002,41
EMNLP,A*,IA / ML,2003,28
EMNLP,A*,IA / ML,2004,56
EMNLP,A*,IA / ML,2006,73
EMNLP,A*,IA / ML,2008,114
EMNLP,A*,IA / ML,2009,163
EMNLP,A*,IA / ML,2010,125
EMNLP,A*,IA / ML,2011,149
EMNLP,A*,IA / ML,2013,205
EMNLP,A*,IA / ML,2014,226
EMNLP,A*,IA / ML,2015,312
EMNLP,A*,IA / ML,2016,264
EMNLP,A*,IA / ML,2017,322
EMNLP,A*,IA / ML,2018,549
EMNLP,A*,IA / ML,2020,752
EMNLP,A*,IA / ML,2021,848
EMNLP,A*,IA / ML,2022,828
EMNLP,A*,IA / ML,2023,1048
EMNLP,A*,IA / ML,2024,1269
EMNLP,A*,IA / ML,2025,1809
ER,A,Bases de datos,2001,49
ER,A,Bases de datos,2002,41
ER,A,Bases de datos,2003,49
ER,A,Bases de datos,2004,75
ER,A,Bases de datos,2005,31
ER,A,Bases de datos,2006,52
ER,A,Bases de datos,2007,40
ER,A,Bases de datos,2008,54
ER,A,Bases de datos,2009,37
ER,A,Bases de datos,2010,39
ER,A,Bases de datos,2011,44
ER,A,Bases de datos,2012,49
ER,A,Bases de datos,2013,46
ER,A,Bases de datos,2014,40
ER,A,Bases de datos,2015,47
ER,A,Bases de datos,2016,43
ER,A,Bases de datos,2017,39
ER,A,Bases de datos,2018,46
ER,A,Bases de datos,2019,46
ER,A,Bases de datos,2020,44
ER,A,Bases de datos,2021,32
ER,A,Bases de datos,2022,30
ER,A,Bases de datos,2023,22
ER,A,Bases de datos,2024,22
ER,A,Bases de datos,2025,22
ESA,A,Teoría,2001,44
ESA,A,Teoría,2002,78
ESA,A,Teoría,2003,69
ESA,A,Teoría,2004,72
ESA,A,Teoría,2005,78
ESA,A,Teoría,2006,73
ESA,A,Teoría,2007,66
ESA,A,Teoría,2008,69
ESA,A,Teoría,2009,69
ESA,A,Teoría,2011,67
ESA,A,Teoría,2012,71
ESA,A,Teoría,2013,69
ESA,A,Teoría,2014,69
ESA,A,Teoría,2015,86
ESA,A,Teoría,2016,79
ESA,A,Teoría,2017,71
ESA,A,Teoría,2018,74
ESA,A,Teoría,2019,84
ESA,A,Teoría,2020,84
ESA,A,Teoría,2021,83
ESA,A,Teoría,2022,93
ESA,A,Teoría,2023,105
ESA,A,Teoría,2024,106
ESA,A,Teoría,2025,117
ESEM,A,Ing. del Software,2007,71
ESEM,A,Ing. del Software,2008,62
ESEM,A,Ing. del Software,2009,70
ESEM,A,Ing. del Software,2010,68
ESEM,A,Ing. del Software,2011,58
ESEM,A,Ing. del Software,2012,45
ESEM,A,Ing. del Software,2013,56
ESEM,A,Ing. del Software,2014,72
ESEM,A,Ing. del Software,2015,36
ESEM,A,Ing. del Software,2016,58
ESEM,A,Ing. del Software,2017,61
ESEM,A,Ing. del Software,2018,58
ESEM,A,Ing. del Software,2019,48
ESEM,A,Ing. del Software,2020,43
ESEM,A,Ing. del Software,2021,38
ESEM,A,Ing. del Software,2022,31
ESEM,A,Ing. del Software,2023,37
ESEM,A,Ing. del Software,2024,66
ESEM,A,Ing. del Software,2025,58
ESOP,A,Ing. del Software,2001,28
ESOP,A,Ing. del Software,2002,22
ESOP,A,Ing. del Software,2003,27
ESOP,A,Ing. del Software,2004,28
ESOP,A,Ing. del Software,2005,29
ESOP,A,Ing. del Software,2006,23
ESOP,A,Ing. del Software,2007,35
ESOP,A,Ing. del Software,2008,29
ESOP,A,Ing. del Software,2009,28
ESOP,A,Ing. del Software,2010,32
ESOP,A,Ing. del Software,2011,25
ESOP,A,Ing. del Software,2012,29
ESOP,A,Ing. del Software,2013,32
ESOP,A,Ing. del Software,2014,29
ESOP,A,Ing. del Software,2015,33
ESOP,A,Ing. del Software,2016,30
ESOP,A,Ing. del Software,2017,36
ESOP,A,Ing. del Software,2018,36
ESOP,A,Ing. del Software,2019,28
ESOP,A,Ing. del Software,2020,27
ESOP,A,Ing. del Software,2021,24
ESOP,A,Ing. del Software,2022,21
ESOP,A,Ing. del Software,2023,20
ESORICS,A,Seguridad,2002,16
ESORICS,A,Seguridad,2003,19
ESORICS,A,Seguridad,2004,27
ESORICS,A,Seguridad,2005,28
ESORICS,A,Seguridad,2006,32
ESORICS,A,Seguridad,2007,40
ESORICS,A,Seguridad,2008,37
ESORICS,A,Seguridad,2009,42
ESORICS,A,Seguridad,2010,42
ESORICS,A,Seguridad,2011,36
ESORICS,A,Seguridad,2012,50
ESORICS,A,Seguridad,2013,43
EuroCrypt,A*,Seguridad,2001,32
EuroCrypt,A*,Seguridad,2002,35
EuroCrypt,A*,Seguridad,2003,39
EuroCrypt,A*,Seguridad,2004,36
EuroCrypt,A*,Seguridad,2005,33
EuroCrypt,A*,Seguridad,2006,35
EuroCrypt,A*,Seguridad,2007,33
EuroCrypt,A*,Seguridad,2008,31
EuroCrypt,A*,Seguridad,2009,34
EuroCrypt,A*,Seguridad,2010,34
EuroCrypt,A*,Seguridad,2011,33
EuroCrypt,A*,Seguridad,2012,43
EuroCrypt,A*,Seguridad,2013,42
EuroCrypt,A*,Seguridad,2014,38
EuroS&P,A,Seguridad,2016,30
EuroS&P,A,Seguridad,2017,39
EuroS&P,A,Seguridad,2018,33
EuroS&P,A,Seguridad,2019,42
EuroS&P,A,Seguridad,2020,38
EuroS&P,A,Seguridad,2021,48
EuroS&P,A,Seguridad,2022,42
EuroS&P,A,Seguridad,2023,63
EuroS&P,A,Seguridad,2024,46
EuroS&P,A,Seguridad,2025,60
EuroSys,A,Sistemas,2006,29
EuroSys,A,Sistemas,2007,29
EuroSys,A,Sistemas,2008,24
EuroSys,A,Sistemas,2009,25
EuroSys,A,Sistemas,2010,27
EuroSys,A,Sistemas,2011,24
EuroSys,A,Sistemas,2012,27
EuroSys,A,Sistemas,2013,28
EuroSys,A,Sistemas,2014,27
EuroSys,A,Sistemas,2015,32
EuroSys,A,Sistemas,2016,38
EuroSys,A,Sistemas,2017,41
EuroSys,A,Sistemas,2018,43
EuroSys,A,Sistemas,2019,45
EuroSys,A,Sistemas,2020,43
EuroSys,A,Sistemas,2021,38
EuroSys,A,Sistemas,2022,45
EuroSys,A,Sistemas,2023,54
EuroSys,A,Sistemas,2024,71
EuroSys,A,Sistemas,2025,85
FAST,A,Sistemas,2002,21
FAST,A,Sistemas,2003,20
FAST,A,Sistemas,2004,19
FAST,A,Sistemas,2005,26
FAST,A,Sistemas,2007,21
FAST,A,Sistemas,2008,21
FAST,A,Sistemas,2009,23
FAST,A,Sistemas,2010,21
FAST,A,Sistemas,2011,20
FAST,A,Sistemas,2012,26
FAST,A,Sistemas,2013,24
FAST,A,Sistemas,2014,24
FAST,A,Sistemas,2015,28
FAST,A,Sistemas,2016,27
FAST,A,Sistemas,2017,28
FAST,A,Sistemas,2018,23
FAST,A,Sistemas,2019,26
FAST,A,Sistemas,2020,23
FAST,A,Sistemas,2021,28
FAST,A,Sistemas,2022,29
FAST,A,Sistemas,2023,29
FAST,A,Sistemas,2024,22
FAST,A,Sistemas,2025,36
FC,A,Seguridad,2001,28
FC,A,Seguridad,2002,20
FC,A,Seguridad,2003,22
FC,A,Seguridad,2004,26
FC,A,Seguridad,2005,33
FC,A,Seguridad,2006,25
FC,A,Seguridad,2007,36
FC,A,Seguridad,2008,33
FC,A,Seguridad,2009,22
FC,A,Seguridad,2010,43
FC,A,Seguridad,2011,26
FC,A,Seguridad,2012,29
FC,A,Seguridad,2013,39
FC,A,Seguridad,2014,31
FC,A,Seguridad,2015,34
FC,A,Seguridad,2016,36
FC,A,Seguridad,2017,35
FC,A,Seguridad,2018,29
FC,A,Seguridad,2019,39
FC,A,Seguridad,2020,36
FC,A,Seguridad,2021,54
FC,A,Seguridad,2022,36
FC,A,Seguridad,2023,20
FC,A,Seguridad,2025,23
FOCS,A*,Teoría,2001,65
FOCS,A*,Teoría,2002,80
FOCS,A*,Teoría,2003,64
FOCS,A*,Teoría,2004,64
FOCS,A*,Teoría,2005,73
FOCS,A*,Teoría,2006,71
FOCS,A*,Teoría,2007,66
FOCS,A*,Teoría,2008,82
FOCS,A*,Teoría,2009,73
FOCS,A*,Teoría,2010,82
FOCS,A*,Teoría,2011,88
FOCS,A*,Teoría,2012,80
FOCS,A*,Teoría,2013,79
FOCS,A*,Teoría,2014,68
FOCS,A*,Teoría,2015,86
FOCS,A*,Teoría,2016,86
FOCS,A*,Teoría,2017,90
FOCS,A*,Teoría,2018,87
FOCS,A*,Teoría,2019,92
FOCS,A*,Teoría,2020,127
FOCS,A*,Teoría,2021,118
FOCS,A*,Teoría,2022,110
FOCS,A*,Teoría,2023,142
FOCS,A*,Teoría,2024,133
FOCS,A*,Teoría,2025,136
FOGA,A,IA / ML,2002,23
FOGA,A,IA / ML,2005,16
FOGA,A,IA / ML,2007,11
FOGA,A,IA / ML,2009,18
FOGA,A,IA / ML,2011,21
FOGA,A,IA / ML,2013,16
FOGA,A,IA / ML,2015,17
FOGA,A,IA / ML,2017,14
FOGA,A,IA / ML,2019,15
FOGA,A,IA / ML,2021,10
FOGA,A,IA / ML,2023,16
FOGA,A,IA / ML,2025,28
FPGA,A,Sistemas,2001,24
FPGA,A,Sistemas,2002,26
FPGA,A,Sistemas,2003,52
FPGA,A,Sistemas,2004,67
FPGA,A,Sistemas,2005,64
FPGA,A,Sistemas,2006,52
FPGA,A,Sistemas,2007,26
FPGA,A,Sistemas,2008,46
FPGA,A,Sistemas,2009,64
FPGA,A,Sistemas,2010,66
FPGA,A,Sistemas,2011,61
FPGA,A,Sistemas,2012,56
FPGA,A,Sistemas,2013,70
FPGA,A,Sistemas,2014,69
FPGA,A,Sistemas,2015,83
FPGA,A,Sistemas,2016,67
FPGA,A,Sistemas,2017,62
FPGA,A,Sistemas,2018,61
FPGA,A,Sistemas,2019,94
FPGA,A,Sistemas,2020,84
FPGA,A,Sistemas,2021,50
FPGA,A,Sistemas,2022,38
FPGA,A,Sistemas,2023,50
FPGA,A,Sistemas,2024,43
FPGA,A,Sistemas,2025,45
FSE,A*,Ing. del Software,2002,18
FSE,A*,Ing. del Software,2004,28
FSE,A*,Ing. del Software,2006,25
FSE,A*,Ing. del Software,2008,35
FSE,A*,Ing. del Software,2010,55
FSE,A*,Ing. del Software,2011,77
FSE,A*,Ing. del Software,2012,60
FSE,A*,Ing. del Software,2014,105
FSE,A*,Ing. del Software,2016,143
GD,A,Teoría,2001,60
GD,A,Teoría,2002,43
GD,A,Teoría,2003,55
GD,A,Teoría,2004,57
GD,A,Teoría,2005,56
GD,A,Teoría,2006,45
GD,A,Teoría,2007,39
GD,A,Teoría,2008,52
GD,A,Teoría,2009,48
GD,A,Teoría,2010,44
GD,A,Teoría,2011,47
GD,A,Teoría,2012,58
GD,A,Teoría,2013,44
GD,A,Teoría,2014,42
GD,A,Teoría,2015,52
GD,A,Teoría,2016,45
GD,A,Teoría,2017,44
GD,A,Teoría,2018,43
GD,A,Teoría,2019,43
GD,A,Teoría,2020,39
GD,A,Teoría,2021,29
GD,A,Teoría,2022,33
GD,A,Teoría,2024,62
GD,A,Teoría,2025,57
GECCO,A,IA / ML,2002,230
GECCO,A,IA / ML,2003,285
GECCO,A,IA / ML,2005,344
GECCO,A,IA / ML,2006,299
GECCO,A,IA / ML,2007,419
GECCO,A,IA / ML,2008,316
GECCO,A,IA / ML,2009,325
GECCO,A,IA / ML,2010,240
GECCO,A,IA / ML,2011,263
GECCO,A,IA / ML,2012,170
GECCO,A,IA / ML,2013,204
GECCO,A,IA / ML,2014,180
GECCO,A,IA / ML,2015,182
GECCO,A,IA / ML,2016,147
GECCO,A,IA / ML,2017,178
GECCO,A,IA / ML,2018,198
GECCO,A,IA / ML,2019,176
GECCO,A,IA / ML,2020,149
GECCO,A,IA / ML,2021,134
GECCO,A,IA / ML,2022,158
GECCO,A,IA / ML,2023,183
GECCO,A,IA / ML,2024,181
GECCO,A,IA / ML,2025,183
HPCA,A*,Sistemas,2001,26
HPCA,A*,Sistemas,2002,28
HPCA,A*,Sistemas,2003,34
HPCA,A*,Sistemas,2004,27
HPCA,A*,Sistemas,2005,35
HPCA,A*,Sistemas,2006,31
HPCA,A*,Sistemas,2007,32
HPCA,A*,Sistemas,2008,37
HPCA,A*,Sistemas,2009,39
HPCA,A*,Sistemas,2010,39
HPCA,A*,Sistemas,2011,48
HPCA,A*,Sistemas,2012,39
HPCA,A*,Sistemas,2013,55
HPCA,A*,Sistemas,2014,58
HPCA,A*,Sistemas,2015,55
HPCA,A*,Sistemas,2016,57
HPCA,A*,Sistemas,2017,55
HPCA,A*,Sistemas,2018,62
HPCA,A*,Sistemas,2019,56
HPCA,A*,Sistemas,2020,54
HPCA,A*,Sistemas,2021,69
HPCA,A*,Sistemas,2022,85
HPCA,A*,Sistemas,2023,94
HPCA,A*,Sistemas,2024,81
HPCA,A*,Sistemas,2025,121
HPDC,A,Sistemas,2001,48
HPDC,A,Sistemas,2002,55
HPDC,A,Sistemas,2003,25
HPDC,A,Sistemas,2004,36
HPDC,A,Sistemas,2005,46
HPDC,A,Sistemas,2006,59
HPDC,A,Sistemas,2007,38
HPDC,A,Sistemas,2008,35
HPDC,A,Sistemas,2009,27
HPDC,A,Sistemas,2010,106
HPDC,A,Sistemas,2011,34
HPDC,A,Sistemas,2012,32
HPDC,A,Sistemas,2013,31
HPDC,A,Sistemas,2014,34
HPDC,A,Sistemas,2015,32
HPDC,A,Sistemas,2016,31
HPDC,A,Sistemas,2017,23
HPDC,A,Sistemas,2018,25
HPDC,A,Sistemas,2019,30
HPDC,A,Sistemas,2020,24
HPDC,A,Sistemas,2021,28
HPDC,A,Sistemas,2022,36
HPDC,A,Sistemas,2023,37
HPDC,A,Sistemas,2024,47
HPDC,A,Sistemas,2025,52
HRI,A*,HCI,2006,64
HRI,A*,HCI,2007,48
HRI,A*,HCI,2008,52
HRI,A*,HCI,2009,96
HRI,A*,HCI,2010,113
HRI,A*,HCI,2011,152
HRI,A*,HCI,2012,145
HRI,A*,HCI,2013,143
HRI,A*,HCI,2014,173
HRI,A*,HCI,2015,46
HRI,A*,HCI,2016,173
HRI,A*,HCI,2017,54
HRI,A*,HCI,2018,52
HRI,A*,HCI,2019,188
HRI,A*,HCI,2020,69
HRI,A*,HCI,2021,45
HRI,A*,HCI,2022,230
HRI,A*,HCI,2023,65
HRI,A*,HCI,2024,109
HRI,A*,HCI,2025,329
HotOS,A,Sistemas,2001,54
HotOS,A,Sistemas,2003,31
HotOS,A,Sistemas,2005,26
HotOS,A,Sistemas,2007,21
HotOS,A,Sistemas,2009,22
HotOS,A,Sistemas,2011,33
HotOS,A,Sistemas,2013,27
HotOS,A,Sistemas,2015,29
HotOS,A,Sistemas,2017,29
HotOS,A,Sistemas,2019,30
HotOS,A,Sistemas,2021,34
HotOS,A,Sistemas,2023,29
HotOS,A,Sistemas,2025,29
ICALP,A*,Teoría,2001,86
ICALP,A*,Teoría,2002,90
ICALP,A*,Teoría,2003,90
ICALP,A*,Teoría,2004,102
ICALP,A*,Teoría,2005,118
ICALP,A*,Teoría,2007,81
ICALP,A*,Teoría,2016,151
ICALP,A*,Teoría,2017,142
ICALP,A*,Teoría,2018,166
ICALP,A*,Teoría,2019,152
ICALP,A*,Teoría,2020,142
ICALP,A*,Teoría,2021,144
ICALP,A*,Teoría,2022,134
ICALP,A*,Teoría,2023,138
ICALP,A*,Teoría,2024,158
ICALP,A*,Teoría,2025,173
ICAPS,A*,IA / ML,2003,30
ICAPS,A*,IA / ML,2004,43
ICAPS,A*,IA / ML,2005,33
ICAPS,A*,IA / ML,2006,61
ICAPS,A*,IA / ML,2007,45
ICAPS,A*,IA / ML,2008,51
ICAPS,A*,IA / ML,2009,55
ICAPS,A*,IA / ML,2010,42
ICAPS,A*,IA / ML,2011,50
ICAPS,A*,IA / ML,2012,50
ICAPS,A*,IA / ML,2013,71
ICAPS,A*,IA / ML,2014,74
ICAPS,A*,IA / ML,2015,50
ICAPS,A*,IA / ML,2016,64
ICAPS,A*,IA / ML,2017,71
ICAPS,A*,IA / ML,2018,65
ICAPS,A*,IA / ML,2019,91
ICAPS,A*,IA / ML,2020,69
ICAPS,A*,IA / ML,2021,77
ICAPS,A*,IA / ML,2022,86
ICAPS,A*,IA / ML,2023,80
ICCAD,A,Sistemas,2001,101
ICCAD,A,Sistemas,2002,117
ICCAD,A,Sistemas,2003,136
ICCAD,A,Sistemas,2004,135
ICCAD,A,Sistemas,2005,147
ICCAD,A,Sistemas,2006,145
ICCAD,A,Sistemas,2007,142
ICCAD,A,Sistemas,2008,136
ICCAD,A,Sistemas,2009,121
ICCAD,A,Sistemas,2010,133
ICCAD,A,Sistemas,2011,126
ICCAD,A,Sistemas,2012,120
ICCAD,A,Sistemas,2013,120
ICCAD,A,Sistemas,2014,115
ICCAD,A,Sistemas,2015,131
ICCAD,A,Sistemas,2016,133
ICCAD,A,Sistemas,2017,148
ICCAD,A,Sistemas,2018,135
ICCAD,A,Sistemas,2019,133
ICCAD,A,Sistemas,2020,170
ICCAD,A,Sistemas,2021,153
ICCAD,A,Sistemas,2022,164
ICCAD,A,Sistemas,2023,200
ICCAD,A,Sistemas,2024,239
ICCAD,A,Sistemas,2025,311
ICCV,A*,IA / ML,2001,219
ICCV,A*,IA / ML,2003,199
ICCV,A*,IA / ML,2005,247
ICCV,A*,IA / ML,2007,389
ICCV,A*,IA / ML,2009,308
ICCV,A*,IA / ML,2011,339
ICCV,A*,IA / ML,2013,454
ICCV,A*,IA / ML,2015,526
ICCV,A*,IA / ML,2017,621
ICCV,A*,IA / ML,2019,1075
