congress,level,area,year,n_articles
RTSS,A,Sistemas,2015,42
RTSS,A,Sistemas,2016,42
RTSS,A,Sistemas,2017,45
RTSS,A,Sistemas,2018,52
RTSS,A,Sistemas,2019,64
RTSS,A,Sistemas,2020,43
RTSS,A,Sistemas,2021,52
RTSS,A,Sistemas,2022,47
RTSS,A,Sistemas,2023,52
RTSS,A,Sistemas,2024,42
RTSS,A,Sistemas,2025,58
RecSys,A,IA / ML,2007,38
RecSys,A,IA / ML,2008,51
RecSys,A,IA / ML,2009,84
RecSys,A,IA / ML,2010,78
RecSys,A,IA / ML,2011,75
RecSys,A,IA / ML,2012,79
RecSys,A,IA / ML,2013,98
RecSys,A,IA / ML,2014,86
RecSys,A,IA / ML,2015,89
RecSys,A,IA / ML,2016,105
RecSys,A,IA / ML,2017,96
RecSys,A,IA / ML,2018,117
RecSys,A,IA / ML,2019,122
RecSys,A,IA / ML,2020,132
RecSys,A,IA / ML,2021,141
RecSys,A,IA / ML,2022,125
RecSys,A,IA / ML,2023,197
RecSys,A,IA / ML,2024,217
RecSys,A,IA / ML,2025,239
SANER,A,Ing. del Software,2001,38
SANER,A,Ing. del Software,2002,33
SANER,A,Ing. del Software,2003,39
SANER,A,Ing. del Software,2004,38
SANER,A,Ing. del Software,2005,31
SANER,A,Ing. del Software,2006,45
SANER,A,Ing. del Software,2007,42
SANER,A,Ing. del Software,2008,50
SANER,A,Ing. del Software,2009,47
SANER,A,Ing. del Software,2010,39
SANER,A,Ing. del Software,2011,60
SANER,A,Ing. del Software,2012,55
SANER,A,Ing. del Software,2013,61
SANER,A,Ing. del Software,2015,86
SANER,A,Ing. del Software,2016,76
SANER,A,Ing. del Software,2017,83
SANER,A,Ing. del Software,2018,78
SANER,A,Ing. del Software,2019,74
SANER,A,Ing. del Software,2020,77
SANER,A,Ing. del Software,2021,83
SANER,A,Ing. del Software,2022,144
SANER,A,Ing. del Software,2023,109
SANER,A,Ing. del Software,2024,105
SAT,A,Teoría,2003,38
SAT,A,Teoría,2004,48
SAT,A,Teoría,2005,42
SAT,A,Teoría,2006,39
SAT,A,Teoría,2007,36
SAT,A,Teoría,2008,27
SAT,A,Teoría,2009,47
SAT,A,Teoría,2010,37
SAT,A,Teoría,2011,37
SAT,A,Teoría,2012,54
SAT,A,Teoría,2013,34
SAT,A,Teoría,2014,33
SAT,A,Teoría,2015,30
SAT,A,Teoría,2016,36
SAT,A,Teoría,2017,30
SAT,A,Teoría,2018,27
SAT,A,Teoría,2019,28
SAT,A,Teoría,2020,36
SAT,A,Teoría,2021,37
SAT,A,Teoría,2022,32
SAT,A,Teoría,2023,31
SAT,A,Teoría,2024,32
SAT,A,Teoría,2025,33
SC,A,Sistemas,2001,60
SC,A,Sistemas,2002,67
SC,A,Sistemas,2003,62
SC,A,Sistemas,2004,63
SC,A,Sistemas,2005,74
SC,A,Sistemas,2006,325
SC,A,Sistemas,2007,59
SC,A,Sistemas,2008,65
SC,A,Sistemas,2009,73
SC,A,Sistemas,2010,57
SC,A,Sistemas,2011,77
SC,A,Sistemas,2012,105
SC,A,Sistemas,2013,96
SC,A,Sistemas,2014,86
SC,A,Sistemas,2015,83
SC,A,Sistemas,2016,87
SC,A,Sistemas,2017,64
SC,A,Sistemas,2018,74
SC,A,Sistemas,2019,89
SC,A,Sistemas,2020,101
SC,A,Sistemas,2021,104
SC,A,Sistemas,2022,87
SC,A,Sistemas,2023,99
SC,A,Sistemas,2024,108
SC,A,Sistemas,2025,181
SDM,A,IA / ML,2001,29
SDM,A,IA / ML,2002,34
SDM,A,IA / ML,2003,42
SDM,A,IA / ML,2004,61
SDM,A,IA / ML,2005,77
SDM,A,IA / ML,2006,76
SDM,A,IA / ML,2007,75
SDM,A,IA / ML,2008,77
SDM,A,IA / ML,2009,105
SDM,A,IA / ML,2010,82
SDM,A,IA / ML,2011,86
SDM,A,IA / ML,2012,98
SDM,A,IA / ML,2013,89
SDM,A,IA / ML,2014,120
SDM,A,IA / ML,2015,110
SDM,A,IA / ML,2016,98
SDM,A,IA / ML,2017,95
SDM,A,IA / ML,2018,86
SDM,A,IA / ML,2019,90
SDM,A,IA / ML,2020,75
SDM,A,IA / ML,2021,85
SDM,A,IA / ML,2022,82
SDM,A,IA / ML,2023,111
SDM,A,IA / ML,2024,102
SDM,A,IA / ML,2025,70
SEAMS,A,Ing. del Software,2021,36
SEAMS,A,Ing. del Software,2022,20
SEAMS,A,Ing. del Software,2023,23
SEAMS,A,Ing. del Software,2024,26
SEAMS,A,Ing. del Software,2025,19
SIGCOMM,A*,Redes,2001,23
SIGCOMM,A*,Redes,2002,25
SIGCOMM,A*,Redes,2003,34
SIGCOMM,A*,Redes,2004,32
SIGCOMM,A*,Redes,2005,28
SIGCOMM,A*,Redes,2006,38
SIGCOMM,A*,Redes,2007,35
SIGCOMM,A*,Redes,2008,37
SIGCOMM,A*,Redes,2009,28
SIGCOMM,A*,Redes,2010,76
SIGCOMM,A*,Redes,2011,80
SIGCOMM,A*,Redes,2012,72
SIGCOMM,A*,Redes,2013,90
SIGCOMM,A*,Redes,2014,96
SIGCOMM,A*,Redes,2015,88
SIGCOMM,A*,Redes,2016,78
SIGCOMM,A*,Redes,2017,36
SIGCOMM,A*,Redes,2018,40
SIGCOMM,A*,Redes,2019,32
SIGCOMM,A*,Redes,2020,53
SIGCOMM,A*,Redes,2021,55
SIGCOMM,A*,Redes,2022,55
SIGCOMM,A*,Redes,2023,107
SIGCOMM,A*,Redes,2024,62
SIGCOMM,A*,Redes,2025,88
SIGCSE,A,HCI,2001,105
SIGCSE,A,HCI,2002,102
SIGCSE,A,HCI,2003,99
SIGCSE,A,HCI,2004,121
SIGCSE,A,HCI,2005,131
SIGCSE,A,HCI,2006,130
SIGCSE,A,HCI,2007,134
SIGCSE,A,HCI,2008,127
SIGCSE,A,HCI,2009,130
SIGCSE,A,HCI,2010,130
SIGCSE,A,HCI,2011,132
SIGCSE,A,HCI,2012,246
SIGCSE,A,HCI,2013,264
SIGCSE,A,HCI,2014,267
SIGCSE,A,HCI,2015,295
SIGCSE,A,HCI,2016,292
SIGCSE,A,HCI,2017,297
SIGCSE,A,HCI,2018,418
SIGCSE,A,HCI,2019,408
SIGCSE,A,HCI,2020,443
SIGCSE,A,HCI,2021,409
SIGGRAPH,A*,HCI,2001,184
SIGGRAPH,A*,HCI,2002,430
SIGGRAPH,A*,HCI,2003,280
SIGGRAPH,A*,HCI,2004,501
SIGGRAPH,A*,HCI,2005,612
SIGGRAPH,A*,HCI,2006,776
SIGGRAPH,A*,HCI,2007,626
SIGGRAPH,A*,HCI,2008,364
SIGGRAPH,A*,HCI,2009,524
SIGGRAPH,A*,HCI,2010,246
SIGGRAPH,A*,HCI,2011,309
SIGGRAPH,A*,HCI,2012,219
SIGGRAPH,A*,HCI,2013,480
SIGGRAPH,A*,HCI,2014,421
SIGGRAPH,A*,HCI,2015,505
SIGGRAPH,A*,HCI,2016,523
SIGGRAPH,A*,HCI,2017,267
SIGGRAPH,A*,HCI,2018,154
SIGGRAPH,A*,HCI,2019,141
SIGGRAPH,A*,HCI,2020,157
SIGGRAPH,A*,HCI,2021,181
SIGGRAPH,A*,HCI,2022,127
SIGGRAPH,A*,HCI,2023,318
SIGGRAPH,A*,HCI,2024,329
SIGGRAPH,A*,HCI,2025,218
SIGIR,A*,Bases de datos,2001,87
SIGIR,A*,Bases de datos,2002,107
SIGIR,A*,Bases de datos,2003,106
SIGIR,A*,Bases de datos,2004,141
SIGIR,A*,Bases de datos,2005,138
SIGIR,A*,Bases de datos,2006,152
SIGIR,A*,Bases de datos,2007,221
SIGIR,A*,Bases de datos,2008,207
SIGIR,A*,Bases de datos,2009,207
SIGIR,A*,Bases de datos,2010,218
SIGIR,A*,Bases de datos,2011,238
SIGIR,A*,Bases de datos,2012,224
SIGIR,A*,Bases de datos,2013,210
SIGIR,A*,Bases de datos,2014,229
SIGIR,A*,Bases de datos,2015,201
SIGIR,A*,Bases de datos,2016,234
SIGIR,A*,Bases de datos,2017,255
SIGIR,A*,Bases de datos,2018,251
SIGIR,A*,Bases de datos,2019,262
SIGIR,A*,Bases de datos,2020,382
SIGIR,A*,Bases de datos,2021,382
SIGIR,A*,Bases de datos,2022,444
SIGIR,A*,Bases de datos,2023,469
SIGIR,A*,Bases de datos,2024,389
SIGIR,A*,Bases de datos,2025,540
SIGMETRICS,A*,Sistemas,2002,41
SIGMETRICS,A*,Sistemas,2003,42
SIGMETRICS,A*,Sistemas,2004,58
SIGMETRICS,A*,Sistemas,2005,58
SIGMETRICS,A*,Sistemas,2007,48
SIGMETRICS,A*,Sistemas,2008,56
SIGMETRICS,A*,Sistemas,2010,49
SIGMETRICS,A*,Sistemas,2011,50
SIGMETRICS,A*,Sistemas,2012,61
SIGMETRICS,A*,Sistemas,2013,59
SIGMETRICS,A*,Sistemas,2014,68
SIGMETRICS,A*,Sistemas,2015,56
SIGMETRICS,A*,Sistemas,2016,54
SIGMOD,A*,Bases de datos,2001,84
SIGMOD,A*,Bases de datos,2002,82
SIGMOD,A*,Bases de datos,2003,95
SIGMOD,A*,Bases de datos,2004,118
SIGMOD,A*,Bases de datos,2005,116
SIGMOD,A*,Bases de datos,2006,99
SIGMOD,A*,Bases de datos,2007,137
SIGMOD,A*,Bases de datos,2008,132
SIGMOD,A*,Bases de datos,2009,124
SIGMOD,A*,Bases de datos,2010,139
SIGMOD,A*,Bases de datos,2011,141
SIGMOD,A*,Bases de datos,2012,112
SIGMOD,A*,Bases de datos,2013,150
SIGMOD,A*,Bases de datos,2014,166
SIGMOD,A*,Bases de datos,2015,168
SIGMOD,A*,Bases de datos,2016,190
SIGMOD,A*,Bases de datos,2017,149
SIGMOD,A*,Bases de datos,2018,161
SIGMOD,A*,Bases de datos,2019,179
SIGMOD,A*,Bases de datos,2020,234
SIGMOD,A*,Bases de datos,2021,270
SIGMOD,A*,Bases de datos,2022,222
SIGSPATIAL,A,Bases de datos,2003,22
SIGSPATIAL,A,Bases de datos,2004,31
SIGSPATIAL,A,Bases de datos,2005,32
SIGSPATIAL,A,Bases de datos,2006,32
SIGSPATIAL,A,Bases de datos,2007,68
SIGSPATIAL,A,Bases de datos,2008,90
SIGSPATIAL,A,Bases de datos,2009,86
SIGSPATIAL,A,Bases de datos,2010,87
SIGSPATIAL,A,Bases de datos,2011,84
SIGSPATIAL,A,Bases de datos,2012,98
SIGSPATIAL,A,Bases de datos,2013,88
SIGSPATIAL,A,Bases de datos,2014,99
SIGSPATIAL,A,Bases de datos,2015,101
SIGSPATIAL,A,Bases de datos,2016,95
SIGSPATIAL,A,Bases de datos,2017,101
SIGSPATIAL,A,Bases de datos,2018,106
SIGSPATIAL,A,Bases de datos,2019,103
SIGSPATIAL,A,Bases de datos,2020,102
SIGSPATIAL,A,Bases de datos,2021,106
SIGSPATIAL,A,Bases de datos,2022,120
SIGSPATIAL,A,Bases de datos,2023,109
SIGSPATIAL,A,Bases de datos,2024,112
SIGSPATIAL,A,Bases de datos,2025,194
SODA,A*,Teoría,2001,128
SODA,A*,Teoría,2002,129
SODA,A*,Teoría,2003,115
SODA,A*,Teoría,2004,138
SODA,A*,Teoría,2005,137
SODA,A*,Teoría,2006,136
SODA,A*,Teoría,2007,139
SODA,A*,Teoría,2008,138
SODA,A*,Teoría,2009,138
SODA,A*,Teoría,2010,135
SODA,A*,Teoría,2011,136
SODA,A*,Teoría,2012,139
SODA,A*,Teoría,2013,135
SODA,A*,Teoría,2014,136
SODA,A*,Teoría,2015,136
SODA,A*,Teoría,2016,147
SODA,A*,Teoría,2017,182
SODA,A*,Teoría,2018,181
SODA,A*,Teoría,2019,184
SODA,A*,Teoría,2020,182
SODA,A*,Teoría,2021,181
SODA,A*,Teoría,2022,148
SODA,A*,Teoría,2023,190
SODA,A*,Teoría,2024,192
SODA,A*,Teoría,2025,192
SOSP,A*,Sistemas,2001,17
SOSP,A*,Sistemas,2003,22
SOSP,A*,Sistemas,2005,73
SOSP,A*,Sistemas,2007,25
SOSP,A*,Sistemas,2009,23
SOSP,A*,Sistemas,2011,28
SOSP,A*,Sistemas,2013,30
SOSP,A*,Sistemas,2015,30
SOSP,A*,Sistemas,2017,39
SOSP,A*,Sistemas,2019,38
SOSP,A*,Sistemas,2021,54
SOSP,A*,Sistemas,2023,43
SOSP,A*,Sistemas,2024,43
SOSP,A*,Sistemas,2025,66
SOUPS,A,Seguridad,2005,10
SOUPS,A,Seguridad,2006,14
SOUPS,A,Seguridad,2007,29
SOUPS,A,Seguridad,2008,12
SOUPS,A,Seguridad,2009,54
SOUPS,A,Seguridad,2010,16
SOUPS,A,Seguridad,2011,15
SOUPS,A,Seguridad,2012,14
SOUPS,A,Seguridad,2013,15
SOUPS,A,Seguridad,2014,21
SOUPS,A,Seguridad,2015,22
SOUPS,A,Seguridad,2016,22
SOUPS,A,Seguridad,2017,46
SOUPS,A,Seguridad,2023,33
SOUPS,A,Seguridad,2025,30
SP,A*,Seguridad,2001,19
SP,A*,Seguridad,2002,21
SP,A*,Seguridad,2003,19
SP,A*,Seguridad,2004,19
SP,A*,Seguridad,2005,20
SP,A*,Seguridad,2006,35
SP,A*,Seguridad,2007,29
SP,A*,Seguridad,2010,34
SP,A*,Seguridad,2011,34
SP,A*,Seguridad,2012,40
SP,A*,Seguridad,2013,38
SP,A*,Seguridad,2014,44
SP,A*,Seguridad,2015,55
SP,A*,Seguridad,2016,55
SP,A*,Seguridad,2017,60
SP,A*,Seguridad,2018,63
SP,A*,Seguridad,2019,84
STACS,A,Teoría,2001,49
STACS,A,Teoría,2002,53
STACS,A,Teoría,2003,60
STACS,A,Teoría,2004,57
STACS,A,Teoría,2005,57
STACS,A,Teoría,2006,57
STACS,A,Teoría,2007,59
STACS,A,Teoría,2008,59
STACS,A,Teoría,2009,58
STACS,A,Teoría,2010,59
STACS,A,Teoría,2011,58
STACS,A,Teoría,2012,59
STACS,A,Teoría,2013,60
STACS,A,Teoría,2014,59
STACS,A,Teoría,2015,61
STACS,A,Teoría,2016,59
STACS,A,Teoría,2017,59
STACS,A,Teoría,2018,59
STACS,A,Teoría,2019,60
STACS,A,Teoría,2020,61
STACS,A,Teoría,2021,60
STACS,A,Teoría,2022,61
STACS,A,Teoría,2023,56
STACS,A,Teoría,2024,60
STACS,A,Teoría,2025,77
STOC,A*,Teoría,2001,86
STOC,A*,Teoría,2002,92
STOC,A*,Teoría,2003,80
STOC,A*,Teoría,2004,73
STOC,A*,Teoría,2005,85
STOC,A*,Teoría,2006,79
STOC,A*,Teoría,2007,78
STOC,A*,Teoría,2008,85
STOC,A*,Teoría,2009,79
STOC,A*,Teoría,2010,82
STOC,A*,Teoría,2011,84
STOC,A*,Teoría,2012,89
STOC,A*,Teoría,2013,100
STOC,A*,Teoría,2014,91
STOC,A*,Teoría,2015,93
STOC,A*,Teoría,2016,92
STOC,A*,Teoría,2017,110
STOC,A*,Teoría,2018,113
STOC,A*,Teoría,2019,113
STOC,A*,Teoría,2020,113
STOC,A*,Teoría,2021,151
STOC,A*,Teoría,2022,134
STOC,A*,Teoría,2023,155
STOC,A*,Teoría,2024,190
STOC,A*,Teoría,2025,219
SiggraphA,A*,HCI,2008,145
SiggraphA,A*,HCI,2009,45
SiggraphA,A*,HCI,2010,168
SiggraphA,A*,HCI,2011,153
SiggraphA,A*,HCI,2012,155
SiggraphA,A*,HCI,2017,89
SiggraphA,A*,HCI,2018,52
SiggraphA,A*,HCI,2019,95
SiggraphA,A*,HCI,2020,47
SiggraphA,A*,HCI,2021,60
SiggraphA,A*,HCI,2022,154
SiggraphA,A*,HCI,2023,300
SiggraphA,A*,HCI,2024,333
SiggraphA,A*,HCI,2025,264
SoCG,A*,Teoría,2013,55
SoCG,A*,Teoría,2014,70
SoCG,A*,Teoría,2015,66
SoCG,A*,Teoría,2016,73
SoCG,A*,Teoría,2017,68
SoCG,A*,Teoría,2018,78
SoCG,A*,Teoría,2019,67
SoCG,A*,Teoría,2020,86
SoCG,A*,Teoría,2021,66
SoCG,A*,Teoría,2022,75
SoCG,A*,Teoría,2023,68
SoCG,A*,Teoría,2024,93
SoCG,A*,Teoría,2025,86
TACAS,A,Ing. del Software,2001,41
TACAS,A,Ing. del Software,2002,35
TACAS,A,Ing. del Software,2003,43
TACAS,A,Ing. del Software,2004,43
TACAS,A,Ing. del Software,2005,42
TACAS,A,Ing. del Software,2006,35
TACAS,A,Ing. del Software,2007,56
TACAS,A,Ing. del Software,2008,39
TACAS,A,Ing. del Software,2009,36
TACAS,A,Ing. del Software,2010,37
TACAS,A,Ing. del Software,2011,34
TACAS,A,Ing. del Software,2012,48
TACAS,A,Ing. del Software,2013,53
TACAS,A,Ing. del Software,2014,55
TACAS,A,Ing. del Software,2015,62
TACAS,A,Ing. del Software,2016,69
UAI,A,IA / ML,2001,71
UAI,A,IA / ML,2002,69
UAI,A,IA / ML,2003,77
UAI,A,IA / ML,2004,77
UAI,A,IA / ML,2005,81
UAI,A,IA / ML,2006,68
UAI,A,IA / ML,2007,59
UAI,A,IA / ML,2008,72
UAI,A,IA / ML,2009,76
UAI,A,IA / ML,2010,88
UAI,A,IA / ML,2011,101
UAI,A,IA / ML,2012,96
UAI,A,IA / ML,2013,73
UAI,A,IA / ML,2014,94
UAI,A,IA / ML,2015,99
UAI,A,IA / ML,2016,85
UAI,A,IA / ML,2017,92
UAI,A,IA / ML,2018,104
UAI,A,IA / ML,2019,118
UAI,A,IA / ML,2020,140
UAI,A,IA / ML,2021,206
UAI,A,IA / ML,2022,230
UAI,A,IA / ML,2023,243
UAI,A,IA / ML,2024,201
UAI,A,IA / ML,2025,229
UIST,A*,HCI,2001,31
UIST,A*,HCI,2002,26
UIST,A*,HCI,2003,25
UIST,A*,HCI,2004,39
UIST,A*,HCI,2005,32
UIST,A*,HCI,2006,42
UIST,A*,HCI,2007,36
UIST,A*,HCI,2008,36
UIST,A*,HCI,2009,35
UIST,A*,HCI,2010,41
UIST,A*,HCI,2011,69
UIST,A*,HCI,2012,63
UIST,A*,HCI,2013,63
UIST,A*,HCI,2014,76
UIST,A*,HCI,2015,72
UIST,A*,HCI,2016,81
UIST,A*,HCI,2017,75
UIST,A*,HCI,2018,82
UIST,A*,HCI,2019,95
UIST,A*,HCI,2020,101
UIST,A*,HCI,2021,95
UIST,A*,HCI,2022,98
UIST,A*,HCI,2023,121
UIST,A*,HCI,2024,146
UIST,A*,HCI,2025,210
UMAP,A,HCI,2009,56
UMAP,A,HCI,2010,45
UMAP,A,HCI,2011,51
UMAP,A,HCI,2012,43
UMAP,A,HCI,2013,51
UMAP,A,HCI,2014,47
UMAP,A,HCI,2015,37
UMAP,A,HCI,2016,58
UMAP,A,HCI,2017,77
UMAP,A,HCI,2018,60
UMAP,A,HCI,2019,53
UMAP,A,HCI,2020,64
UMAP,A,HCI,2021,42
UMAP,A,HCI,2022,41
UMAP,A,HCI,2023,36
UMAP,A,HCI,2024,36
UMAP,A,HCI,2025,59
USENIX,A,Sistemas,2007,52
USENIX,A,Sistemas,2008,34
USENIX,A,Sistemas,2009,31
USENIX,A,Sistemas,2010,24
USENIX,A,Sistemas,2011,35
USENIX,A,Sistemas,2012,41
USENIX,A,Sistemas,2013,33
USENIX,A,Sistemas,2014,44
USENIX,A,Sistemas,2015,47
USENIX,A,Sistemas,2016,58
USENIX,A,Sistemas,2017,64
USENIX,A,Sistemas,2018,76
USENIX,A,Sistemas,2019,78
USENIX,A,Sistemas,2020,67
USENIX,A,Sistemas,2021,64
USENIX,A,Sistemas,2022,67
USENIX,A,Sistemas,2023,65
USENIX,A,Sistemas,2024,77
USENIX,A,Sistemas,2025,100
USENIX-Security,A*,Seguridad,2001,25
USENIX-Security,A*,Seguridad,2002,22
USENIX-Security,A*,Seguridad,2003,21
USENIX-Security,A*,Seguridad,2004,32
USENIX-Security,A*,Seguridad,2005,22
USENIX-Security,A*,Seguridad,2006,22
USENIX-Security,A*,Seguridad,2007,23
USENIX-Security,A*,Seguridad,2008,27
USENIX-Security,A*,Seguridad,2009,26
USENIX-Security,A*,Seguridad,2010,30
USENIX-Security,A*,Seguridad,2011,35
USENIX-Security,A*,Seguridad,2012,43
USENIX-Security,A*,Seguridad,2013,45
USENIX-Security,A*,Seguridad,2014,67
USENIX-Security,A*,Seguridad,2015,67
USENIX-Security,A*,Seguridad,2016,72
USENIX-Security,A*,Seguridad,2017,85
USENIX-Security,A*,Seguridad,2018,101
USENIX-Security,A*,Seguridad,2019,113
USENIX-Security,A*,Seguridad,2020,159
USENIX-Security,A*,Seguridad,2021,247
USENIX-Security,A*,Seguridad,2022,256
USENIX-Security,A*,Seguridad,2023,422
USENIX-Security,A*,Seguridad,2024,418
USENIX-Security,A*,Seguridad,2025,439
VLDB,A*,Bases de datos,2001,105
VLDB,A*,Bases de datos,2002,117
VLDB,A*,Bases de datos,2003,123
VLDB,A*,Bases de datos,2004,150
VLDB,A*,Bases de datos,2005,142
VLDB,A*,Bases de datos,2006,136
VLDB,A*,Bases de datos,2007,161
VLDB,A*,Bases de datos,2008,169
VLDB,A*,Bases de datos,2009,167
VLDB,A*,Bases de datos,2010,198
VLDB,A*,Bases de datos,2011,190
VLDB,A*,Bases de datos,2012,196
VLDB,A*,Bases de datos,2013,254
VLDB,A*,Bases de datos,2014,244
VLDB,A*,Bases de datos,2015,233
VLDB,A*,Bases de datos,2016,185
VLDB,A*,Bases de datos,2017,211
VLDB,A*,Bases de datos,2018,213
VLDB,A*,Bases de datos,2019,243
VLDB,A*,Bases de datos,2020,328
VLDB,A*,Bases de datos,2021,358
VLDB,A*,Bases de datos,2022,370
VLDB,A*,Bases de datos,2023,383
VLDB,A*,Bases de datos,2024,457
VLDB,A*,Bases de datos,2025,459
VR,A*,HCI,2001,57
VR,A*,HCI,2002,55
VR,A*,HCI,2003,58
VR,A*,HCI,2004,75
VR,A*,HCI,2005,65
VR,A*,HCI,2006,68
VR,A*,HCI,2007,72
VR,A*,HCI,2008,66
VR,A*,HCI,2009,75
VR,A*,HCI,2010,75
VR,A*,HCI,2011,77
VR,A*,HCI,2012,95
VR,A*,HCI,2013,103
VR,A*,HCI,2014,72
VR,A*,HCI,2015,147
VR,A*,HCI,2016,113
VR,A*,HCI,2017,164
VR,A*,HCI,2018,259
VR,A*,HCI,2019,473
VR,A*,HCI,2020,104
VR,A*,HCI,2021,92
VR,A*,HCI,2022,90
VR,A*,HCI,2023,77
VR,A*,HCI,2024,109
VR,A*,HCI,2025,75
WACV,A,IA / ML,2002,55
WACV,A,IA / ML,2007,56
WACV,A,IA / ML,2008,52
WACV,A,IA / ML,2009,91
WACV,A,IA / ML,2011,98
WACV,A,IA / ML,2012,60
WACV,A,IA / ML,2013,73
WACV,A,IA / ML,2014,152
WACV,A,IA / ML,2015,155
WACV,A,IA / ML,2016,189
WACV,A,IA / ML,2017,140
WACV,A,IA / ML,2018,221
WACV,A,IA / ML,2019,230
WACV,A,IA / ML,2020,378
WACV,A,IA / ML,2021,406
WACV,A,IA / ML,2022,406
WACV,A,IA / ML,2023,634
WACV,A,IA / ML,2024,845
WACV,A,IA / ML,2025,929
WSDM,A,Bases de datos,2008,26
WSDM,A,Bases de datos,2009,32
WSDM,A,Bases de datos,2010,45
WSDM,A,Bases de datos,2011,91
WSDM,A,Bases de datos,2012,86
WSDM,A,Bases de datos,2013,95
WSDM,A,Bases de datos,2014,80
WSDM,A,Bases de datos,2015,64
WSDM,A,Bases de datos,2016,93
WSDM,A,Bases de datos,2017,104
WSDM,A,Bases de datos,2018,115
WSDM,A,Bases de datos,2019,121
WSDM,A,Bases de datos,2020,130
WSDM,A,Bases de datos,2021,158
WSDM,A,Bases de datos,2022,210
WSDM,A,Bases de datos,2023,187
WSDM,A,Bases de datos,2024,175
WSDM,A,Bases de datos,2025,150
WWW,A*,Bases de datos,2001,78
WWW,A*,Bases de datos,2002,72
WWW,A*,Bases de datos,2003,77
WWW,A*,Bases de datos,2004,74
WWW,A*,Bases de datos,2005,82
WWW,A*,Bases de datos,2006,215
WWW,A*,Bases de datos,2007,230
WWW,A*,Bases de datos,2008,235
WWW,A*,Bases de datos,2009,198
WWW,A*,Bases de datos,2010,241
WWW,A*,Bases de datos,2011,84
WWW,A*,Bases de datos,2012,107
WWW,A*,Bases de datos,2013,137
WWW,A*,Bases de datos,2014,87
WWW,A*,Bases de datos,2015,131
WWW,A*,Bases de datos,2016,126
WWW,A*,Bases de datos,2017,167
WWW,A*,Bases de datos,2018,191
WWW,A*,Bases de datos,2019,391
WWW,A*,Bases de datos,2020,320
WWW,A*,Bases de datos,2021,355
WWW,A*,Bases de datos,2022,367
WWW,A*,Bases de datos,2023,407
WWW,A*,Bases de datos,2024,432
WWW,A*,Bases de datos,2025,447
