window,denominator_group,country_code,count,denominator,share
2006-2010,eu27_uk,IE,402,22048,0.018232946298984035
2006-2010,eu27_uk,IT,2132,22048,0.09669811320754718
2006-2010,eu27_uk,LT,3,22048,0.00013606676342525398
2006-2010,eu27_uk,LU,69,22048,0.0031295355587808416
2006-2010,eu27_uk,LV,6,22048,0.00027213352685050797
2006-2010,eu27_uk,MT,8,22048,0.000362844702467344
2006-2010,eu27_uk,NL,1614,22048,0.07320391872278664
2006-2010,eu27_uk,PL,210,22048,0.009524673439767779
2006-2010,eu27_uk,PT,411,22048,0.018641146589259798
2006-2010,eu27_uk,RO,61,22048,0.002766690856313498
2006-2010,eu27_uk,SE,735,22048,0.03333635703918723
2006-2010,eu27_uk,SI,71,22048,0.0032202467343976776
2006-2010,eu27_uk,SK,29,22048,0.0013153120464441219
2006-2010,europe_extended,AL,1,24863,4.0220407834935444e-05
2006-2010,europe_extended,AM,0,24863,0.0
2006-2010,europe_extended,AT,648,24863,0.02606282427703817
2006-2010,europe_extended,BA,0,24863,0.0
2006-2010,europe_extended,BE,743,24863,0.029883763021357035
2006-2010,europe_extended,BG,13,24863,0.0005228653018541608
2006-2010,europe_extended,CH,1903,24863,0.07653943610988215
2006-2010,europe_extended,CY,38,24863,0.001528375497727547
2006-2010,europe_extended,CZ,271,24863,0.010899730523267506
2006-2010,europe_extended,DE,5350,24863,0.21517918191690463
2006-2010,europe_extended,DK,423,24863,0.017013232514177693
2006-2010,europe_extended,EE,32,24863,0.0012870530507179342
2006-2010,europe_extended,ES,1680,24863,0.06757028516269155
2006-2010,europe_extended,FI,525,24863,0.021115714113341108
2006-2010,europe_extended,FR,4093,24863,0.1646221292683908
2006-2010,europe_extended,GB,4855,24863,0.1952700800386116
2006-2010,europe_extended,GE,0,24863,0.0
2006-2010,europe_extended,GR,563,24863,0.022644089611068657
2006-2010,europe_extended,HR,19,24863,0.0007641877488637734
2006-2010,europe_extended,HU,166,24863,0.006676587700599284
2006-2010,europe_extended,IE,402,24863,0.01616860394964405
2006-2010,europe_extended,IL,1431,24863,0.05755540361179262
2006-2010,europe_extended,IS,18,24863,0.000723967341028838
2006-2010,europe_extended,IT,2132,24863,0.08574990950408237
2006-2010,europe_extended,LI,0,24863,0.0
2006-2010,europe_extended,LT,3,24863,0.00012066122350480634
2006-2010,europe_extended,LU,69,24863,0.0027752081406105457
2006-2010,europe_extended,LV,6,24863,0.00024132244700961268
2006-2010,europe_extended,MD,1,24863,4.0220407834935444e-05
2006-2010,europe_extended,ME,1,24863,4.0220407834935444e-05
2006-2010,europe_extended,MK,6,24863,0.00024132244700961268
2006-2010,europe_extended,MT,8,24863,0.00032176326267948355
2006-2010,europe_extended,NL,1614,24863,0.06491573824558582
2006-2010,europe_extended,NO,293,24863,0.011784579495636086
2006-2010,europe_extended,PL,210,24863,0.008446285645336444
2006-2010,europe_extended,PT,411,24863,0.01653058762015847
2006-2010,europe_extended,RO,61,24863,0.0024534448779310624
2006-2010,europe_extended,RS,19,24863,0.0007641877488637734
2006-2010,europe_extended,SE,735,24863,0.029561999758677553
2006-2010,europe_extended,SI,71,24863,0.0028556489562804165
2006-2010,europe_extended,SK,29,24863,0.001166391827213128
2006-2010,europe_extended,TR,215,24863,0.00864738768451112
2006-2010,europe_extended,UA,6,24863,0.00024132244700961268
2006-2010,comparable,AT,648,11620,0.05576592082616179
2006-2010,comparable,BE,743,11620,0.06394148020654045
2006-2010,comparable,CH,1903,11620,0.16376936316695354
2006-2010,comparable,CZ,271,11620,0.023321858864027538
2006-2010,comparable,DK,423,11620,0.03640275387263339
2006-2010,comparable,ES,1680,11620,0.14457831325301204
2006-2010,comparable,FI,525,11620,0.045180722891566265
2006-2010,comparable,GR,563,11620,0.04845094664371773
2006-2010,comparable,HU,166,11620,0.014285714285714285
2006-2010,comparable,IE,402,11620,0.03459552495697074
2006-2010,comparable,IT,2132,11620,0.18347676419965578
2006-2010,comparable,NL,1614,11620,0.13889845094664371
2006-2010,comparable,NO,293,11620,0.02521514629948365
2006-2010,comparable,PL,210,11620,0.018072289156626505
2006-2010,comparable,PT,411,11620,0.03537005163511188
2006-2010,comparable,SE,735,11620,0.06325301204819277
2011-2015,world_resolved,AE,50,73111,0.0006838916168565606
2011-2015,world_resolved,AF,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,AL,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,AM,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,AO,0,73111,0.0
2011-2015,world_resolved,AR,65,73111,0.0008890591019135287
2011-2015,world_resolved,AS,0,73111,0.0
2011-2015,world_resolved,AT,1106,73111,0.01512768256486712
2011-2015,world_resolved,AU,2464,73111,0.033702178878691307
2011-2015,world_resolved,AZ,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,BA,6,73111,8.206699402278727e-05
2011-2015,world_resolved,BB,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,BD,23,73111,0.00031459014375401787
2011-2015,world_resolved,BE,878,73111,0.012009136792001204
2011-2015,world_resolved,BF,0,73111,0.0
2011-2015,world_resolved,BG,17,73111,0.00023252314973123058
2011-2015,world_resolved,BH,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,BI,38,73111,0.0005197576288109861
2011-2015,world_resolved,BJ,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,BM,9,73111,0.0001231004910341809
2011-2015,world_resolved,BN,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,BO,5,73111,6.838916168565606e-05
2011-2015,world_resolved,BR,705,73111,0.009642871797677505
2011-2015,world_resolved,BS,0,73111,0.0
2011-2015,world_resolved,BW,0,73111,0.0
2011-2015,world_resolved,BY,6,73111,8.206699402278727e-05
2011-2015,world_resolved,CA,4208,73111,0.057556318474648135
2011-2015,world_resolved,CD,0,73111,0.0
2011-2015,world_resolved,CH,2486,73111,0.03400309119010819
2011-2015,world_resolved,CI,0,73111,0.0
2011-2015,world_resolved,CL,159,73111,0.0021747753416038627
2011-2015,world_resolved,CM,7,73111,9.574482635991848e-05
2011-2015,world_resolved,CN,7216,73111,0.09869923814473883
2011-2015,world_resolved,CO,62,73111,0.0008480256049021351
2011-2015,world_resolved,CR,8,73111,0.00010942265869704969
2011-2015,world_resolved,CU,9,73111,0.0001231004910341809
2011-2015,world_resolved,CX,0,73111,0.0
2011-2015,world_resolved,CY,55,73111,0.0007522807785422166
2011-2015,world_resolved,CZ,373,73111,0.0051018314617499415
2011-2015,world_resolved,DE,6970,73111,0.09533449138980454
2011-2015,world_resolved,DJ,0,73111,0.0
2011-2015,world_resolved,DK,632,73111,0.008644390037066926
2011-2015,world_resolved,DO,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,DZ,34,73111,0.00046504629946246117
2011-2015,world_resolved,EC,8,73111,0.00010942265869704969
2011-2015,world_resolved,EE,71,73111,0.000971126095936316
2011-2015,world_resolved,EG,83,73111,0.0011352600839818906
2011-2015,world_resolved,ES,1909,73111,0.026110981931583482
2011-2015,world_resolved,ET,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,FI,562,73111,0.0076869417734677405
2011-2015,world_resolved,FJ,0,73111,0.0
2011-2015,world_resolved,FM,0,73111,0.0
2011-2015,world_resolved,FO,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,FR,4508,73111,0.0616596681757875
2011-2015,world_resolved,GB,5981,73111,0.08180711520838177
2011-2015,world_resolved,GE,0,73111,0.0
2011-2015,world_resolved,GF,0,73111,0.0
2011-2015,world_resolved,GH,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,GI,0,73111,0.0
2011-2015,world_resolved,GL,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,GM,0,73111,0.0
2011-2015,world_resolved,GN,0,73111,0.0
2011-2015,world_resolved,GP,0,73111,0.0
2011-2015,world_resolved,GR,664,73111,0.009082080671855125
2011-2015,world_resolved,GT,0,73111,0.0
2011-2015,world_resolved,GY,0,73111,0.0
2011-2015,world_resolved,HK,1302,73111,0.017808537702944837
2011-2015,world_resolved,HN,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,HR,32,73111,0.00043769063478819875
2011-2015,world_resolved,HU,180,73111,0.002462009820683618
2011-2015,world_resolved,ID,13,73111,0.00017781182038270575
2011-2015,world_resolved,IE,462,73111,0.0063191585397546195
2011-2015,world_resolved,IL,1716,73111,0.02347116029051716
2011-2015,world_resolved,IN,1306,73111,0.017863249032293364
2011-2015,world_resolved,IO,0,73111,0.0
2011-2015,world_resolved,IQ,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,IR,126,73111,0.0017234068744785326
2011-2015,world_resolved,IS,32,73111,0.00043769063478819875
2011-2015,world_resolved,IT,2560,73111,0.0350152507830559
2011-2015,world_resolved,JM,5,73111,6.838916168565606e-05
2011-2015,world_resolved,JO,9,73111,0.0001231004910341809
2011-2015,world_resolved,JP,3648,73111,0.04989673236585466
2011-2015,world_resolved,KE,4,73111,5.4711329348524844e-05
2011-2015,world_resolved,KG,0,73111,0.0
2011-2015,world_resolved,KH,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,KN,0,73111,0.0
2011-2015,world_resolved,KP,0,73111,0.0
2011-2015,world_resolved,KR,1522,73111,0.020817660817113705
2011-2015,world_resolved,KW,6,73111,8.206699402278727e-05
2011-2015,world_resolved,KY,0,73111,0.0
2011-2015,world_resolved,KZ,5,73111,6.838916168565606e-05
2011-2015,world_resolved,LB,23,73111,0.00031459014375401787
2011-2015,world_resolved,LI,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,LK,5,73111,6.838916168565606e-05
2011-2015,world_resolved,LS,0,73111,0.0
2011-2015,world_resolved,LT,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,LU,144,73111,0.0019696078565468946
2011-2015,world_resolved,LV,19,73111,0.00025987881440549303
2011-2015,world_resolved,LY,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,MA,22,73111,0.00030091231141688666
2011-2015,world_resolved,MD,3,73111,4.1033497011393635e-05
2011-2015,world_resolved,ME,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,MG,0,73111,0.0
2011-2015,world_resolved,MK,4,73111,5.4711329348524844e-05
2011-2015,world_resolved,ML,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,MM,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,MN,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,MO,57,73111,0.000779636443216479
2011-2015,world_resolved,MQ,0,73111,0.0
2011-2015,world_resolved,MT,9,73111,0.0001231004910341809
2011-2015,world_resolved,MU,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,MW,0,73111,0.0
2011-2015,world_resolved,MX,194,73111,0.002653499473403455
2011-2015,world_resolved,MY,59,73111,0.0008069921078907415
2011-2015,world_resolved,MZ,0,73111,0.0
2011-2015,world_resolved,NC,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,NE,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,NG,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,NI,0,73111,0.0
2011-2015,world_resolved,NL,1742,73111,0.02382678393128257
2011-2015,world_resolved,NO,409,73111,0.005594233425886666
2011-2015,world_resolved,NP,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,NZ,320,73111,0.004376906347881988
2011-2015,world_resolved,OM,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,PA,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,PE,8,73111,0.00010942265869704969
2011-2015,world_resolved,PF,0,73111,0.0
2011-2015,world_resolved,PH,13,73111,0.00017781182038270575
2011-2015,world_resolved,PK,115,73111,0.0015729507187700893
2011-2015,world_resolved,PL,284,73111,0.003884504383745264
2011-2015,world_resolved,PR,16,73111,0.00021884531739409938
2011-2015,world_resolved,PS,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,PT,570,73111,0.00779636443216479
2011-2015,world_resolved,PW,0,73111,0.0
2011-2015,world_resolved,PY,0,73111,0.0
2011-2015,world_resolved,QA,179,73111,0.002448331988346487
2011-2015,world_resolved,RE,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,RO,100,73111,0.0013677832337131211
2011-2015,world_resolved,RS,22,73111,0.00030091231141688666
2011-2015,world_resolved,RU,243,73111,0.0033237132579228843
2011-2015,world_resolved,RW,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,SA,141,73111,0.0019285743595355007
2011-2015,world_resolved,SD,0,73111,0.0
2011-2015,world_resolved,SE,1009,73111,0.013800932828165392
2011-2015,world_resolved,SG,2099,73111,0.02870977007563841
2011-2015,world_resolved,SI,71,73111,0.000971126095936316
2011-2015,world_resolved,SK,42,73111,0.0005744689581595109
2011-2015,world_resolved,SL,0,73111,0.0
2011-2015,world_resolved,SM,0,73111,0.0
2011-2015,world_resolved,SN,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,SO,0,73111,0.0
2011-2015,world_resolved,SS,16,73111,0.00021884531739409938
2011-2015,world_resolved,SY,0,73111,0.0
2011-2015,world_resolved,SZ,0,73111,0.0
2011-2015,world_resolved,TD,0,73111,0.0
2011-2015,world_resolved,TG,0,73111,0.0
2011-2015,world_resolved,TH,52,73111,0.000711247281530823
2011-2015,world_resolved,TJ,5,73111,6.838916168565606e-05
2011-2015,world_resolved,TM,0,73111,0.0
2011-2015,world_resolved,TN,54,73111,0.0007386029462050854
2011-2015,world_resolved,TR,212,73111,0.002899700455471817
2011-2015,world_resolved,TT,0,73111,0.0
2011-2015,world_resolved,TV,0,73111,0.0
2011-2015,world_resolved,TW,1052,73111,0.014389079618662034
2011-2015,world_resolved,TZ,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,UA,6,73111,8.206699402278727e-05
2011-2015,world_resolved,UG,8,73111,0.00010942265869704969
2011-2015,world_resolved,UM,0,73111,0.0
2011-2015,world_resolved,US,33928,73111,0.46406149553418774
2011-2015,world_resolved,UY,9,73111,0.0001231004910341809
2011-2015,world_resolved,UZ,0,73111,0.0
2011-2015,world_resolved,VA,0,73111,0.0
2011-2015,world_resolved,VE,6,73111,8.206699402278727e-05
2011-2015,world_resolved,VG,0,73111,0.0
2011-2015,world_resolved,VI,0,73111,0.0
2011-2015,world_resolved,VN,30,73111,0.00041033497011393633
2011-2015,world_resolved,WS,1,73111,1.3677832337131211e-05
2011-2015,world_resolved,XK,0,73111,0.0
2011-2015,world_resolved,YE,2,73111,2.7355664674262422e-05
2011-2015,world_resolved,ZA,77,73111,0.0010531930899591033
2011-2015,world_resolved,ZM,0,73111,0.0
2011-2015,world_resolved,ZW,2,73111,2.7355664674262422e-05
2011-2015,eu27_uk,AT,1106,26136,0.04231711049892868
2011-2015,eu27_uk,BE,878,26136,0.03359351086623814
2011-2015,eu27_uk,BG,17,26136,0.0006504438322620141
2011-2015,eu27_uk,CY,55,26136,0.0021043771043771043
2011-2015,eu27_uk,CZ,373,26136,0.014271502907866544
2011-2015,eu27_uk,DE,6970,26136,0.26668197122742576
2011-2015,eu27_uk,DK,632,26136,0.024181205999387816
2011-2015,eu27_uk,EE,71,26136,0.002716559534741353
2011-2015,eu27_uk,ES,1909,26136,0.0730410162228344
2011-2015,eu27_uk,FI,562,26136,0.02150290786654423
2011-2015,eu27_uk,FR,4508,26136,0.17248239975512702
2011-2015,eu27_uk,GB,5981,26136,0.22884144475053567
2011-2015,eu27_uk,GR,664,26136,0.025405570860116314
2011-2015,eu27_uk,HR,32,26136,0.001224364860728497
2011-2015,eu27_uk,HU,180,26136,0.006887052341597796
2011-2015,eu27_uk,IE,462,26136,0.017676767676767676
2011-2015,eu27_uk,IT,2560,26136,0.09794918885827977
2011-2015,eu27_uk,LT,3,26136,0.0001147842056932966
2011-2015,eu27_uk,LU,144,26136,0.005509641873278237
2011-2015,eu27_uk,LV,19,26136,0.0007269666360575452
2011-2015,eu27_uk,MT,9,26136,0.0003443526170798898
2011-2015,eu27_uk,NL,1742,26136,0.06665136210590757
2011-2015,eu27_uk,PL,284,26136,0.010866238138965412
2011-2015,eu27_uk,PT,570,26136,0.021808999081726354
2011-2015,eu27_uk,RO,100,26136,0.0038261401897765534
2011-2015,eu27_uk,SE,1009,26136,0.03860575451484542
2011-2015,eu27_uk,SI,71,26136,0.002716559534741353
2011-2015,eu27_uk,SK,42,26136,0.0016069788797061523
2011-2015,europe_extended,AL,1,29509,3.388796638313735e-05
2011-2015,europe_extended,AM,3,29509,0.00010166389914941205
2011-2015,europe_extended,AT,1106,29509,0.03748009081974991
2011-2015,europe_extended,BA,6,29509,0.0002033277982988241
2011-2015,europe_extended,BE,878,29509,0.02975363448439459
2011-2015,europe_extended,BG,17,29509,0.0005760954285133349
2011-2015,europe_extended,CH,2486,29509,0.08424548442847944
2011-2015,europe_extended,CY,55,29509,0.001863838151072554
2011-2015,europe_extended,CZ,373,29509,0.01264021146091023
2011-2015,europe_extended,DE,6970,29509,0.2361991256904673
2011-2015,europe_extended,DK,632,29509,0.021417194754142804
2011-2015,europe_extended,EE,71,29509,0.002406045613202752
2011-2015,europe_extended,ES,1909,29509,0.0646921278254092
2011-2015,europe_extended,FI,562,29509,0.01904503710732319
2011-2015,europe_extended,FR,4508,29509,0.15276695245518315
2011-2015,europe_extended,GB,5981,29509,0.20268392693754447
2011-2015,europe_extended,GE,0,29509,0.0
2011-2015,europe_extended,GR,664,29509,0.0225016096784032
2011-2015,europe_extended,HR,32,29509,0.0010844149242603951
2011-2015,europe_extended,HU,180,29509,0.006099833948964723
2011-2015,europe_extended,IE,462,29509,0.015656240469009455
2011-2015,europe_extended,IL,1716,29509,0.05815175031346369
2011-2015,europe_extended,IS,32,29509,0.0010844149242603951
2011-2015,europe_extended,IT,2560,29509,0.08675319394083161
2011-2015,europe_extended,LI,2,29509,6.77759327662747e-05
2011-2015,europe_extended,LT,3,29509,0.00010166389914941205
2011-2015,europe_extended,LU,144,29509,0.004879867159171778
2011-2015,europe_extended,LV,19,29509,0.0006438713612796096
2011-2015,europe_extended,MD,3,29509,0.00010166389914941205
2011-2015,europe_extended,ME,1,29509,3.388796638313735e-05
2011-2015,europe_extended,MK,4,29509,0.0001355518655325494
2011-2015,europe_extended,MT,9,29509,0.0003049916974482361
2011-2015,europe_extended,NL,1742,29509,0.05903283743942526
2011-2015,europe_extended,NO,409,29509,0.013860178250703176
2011-2015,europe_extended,PL,284,29509,0.009624182452811008
2011-2015,europe_extended,PT,570,29509,0.01931614083838829
2011-2015,europe_extended,RO,100,29509,0.0033887966383137347
2011-2015,europe_extended,RS,22,29509,0.0007455352604290216
2011-2015,europe_extended,SE,1009,29509,0.03419295808058558
2011-2015,europe_extended,SI,71,29509,0.002406045613202752
2011-2015,europe_extended,SK,42,29509,0.0014232945880917687
2011-2015,europe_extended,TR,212,29509,0.007184248873225118
2011-2015,europe_extended,UA,6,29509,0.0002033277982988241
2011-2015,comparable,AT,1106,14101,0.07843415360612722
2011-2015,comparable,BE,878,14101,0.06226508758244096
2011-2015,comparable,CH,2486,14101,0.17629955322317567
2011-2015,comparable,CZ,373,14101,0.026452024679100773
2011-2015,comparable,DK,632,14101,0.04481951634635841
2011-2015,comparable,ES,1909,14101,0.13538046947025034
2011-2015,comparable,FI,562,14101,0.03985532940926175
2011-2015,comparable,GR,664,14101,0.04708885894617403
2011-2015,comparable,HU,180,14101,0.012765052123962839
2011-2015,comparable,IE,462,14101,0.03276363378483795
2011-2015,comparable,IT,2560,14101,0.18154740798524927
2011-2015,comparable,NL,1742,14101,0.12353733777746259
2011-2015,comparable,NO,409,14101,0.02900503510389334
2011-2015,comparable,PL,284,14101,0.02014041557336359
2011-2015,comparable,PT,570,14101,0.04042266505921566
2011-2015,comparable,SE,1009,14101,0.07155520885043613
2016-2020,world_resolved,AE,277,99275,0.0027902291614202972
2016-2020,world_resolved,AF,0,99275,0.0
2016-2020,world_resolved,AL,2,99275,2.014605892722236e-05
2016-2020,world_resolved,AM,5,99275,5.03651473180559e-05
2016-2020,world_resolved,AO,0,99275,0.0
2016-2020,world_resolved,AR,79,99275,0.0007957693276252833
2016-2020,world_resolved,AS,0,99275,0.0
2016-2020,world_resolved,AT,1469,99275,0.014797280282044824
2016-2020,world_resolved,AU,4272,99275,0.04303198186854697
2016-2020,world_resolved,AZ,3,99275,3.0219088390833542e-05
2016-2020,world_resolved,BA,8,99275,8.058423570888945e-05
2016-2020,world_resolved,BB,0,99275,0.0
2016-2020,world_resolved,BD,74,99275,0.0007454041803072274
2016-2020,world_resolved,BE,903,99275,0.009095945605640896
2016-2020,world_resolved,BF,1,99275,1.007302946361118e-05
2016-2020,world_resolved,BG,25,99275,0.0002518257365902795
2016-2020,world_resolved,BH,1,99275,1.007302946361118e-05
2016-2020,world_resolved,BI,43,99275,0.0004331402669352808
2016-2020,world_resolved,BJ,1,99275,1.007302946361118e-05
2016-2020,world_resolved,BM,0,99275,0.0
2016-2020,world_resolved,BN,1,99275,1.007302946361118e-05
2016-2020,world_resolved,BO,4,99275,4.029211785444472e-05
2016-2020,world_resolved,BR,908,99275,0.009146310752958952
2016-2020,world_resolved,BS,0,99275,0.0
2016-2020,world_resolved,BW,1,99275,1.007302946361118e-05
2016-2020,world_resolved,BY,8,99275,8.058423570888945e-05
2016-2020,world_resolved,CA,5308,99275,0.05346764039284815
2016-2020,world_resolved,CD,2,99275,2.014605892722236e-05
2016-2020,world_resolved,CH,3232,99275,0.032556031226391335
2016-2020,world_resolved,CI,3,99275,3.0219088390833542e-05
2016-2020,world_resolved,CL,196,99275,0.0019743137748677916
2016-2020,world_resolved,CM,2,99275,2.014605892722236e-05
2016-2020,world_resolved,CN,19853,99275,0.1999798539410728
2016-2020,world_resolved,CO,111,99275,0.001118106270460841
2016-2020,world_resolved,CR,8,99275,8.058423570888945e-05
2016-2020,world_resolved,CU,3,99275,3.0219088390833542e-05
2016-2020,world_resolved,CX,0,99275,0.0
2016-2020,world_resolved,CY,73,99275,0.0007353311508436162
2016-2020,world_resolved,CZ,615,99275,0.006194913120120877
2016-2020,world_resolved,DE,8270,99275,0.08330395366406447
2016-2020,world_resolved,DJ,0,99275,0.0
2016-2020,world_resolved,DK,1021,99275,0.010284563082347016
2016-2020,world_resolved,DO,21,99275,0.0002115336187358348
2016-2020,world_resolved,DZ,61,99275,0.000614454797280282
2016-2020,world_resolved,EC,29,99275,0.0002921178544447242
2016-2020,world_resolved,EE,86,99275,0.0008662805338705616
2016-2020,world_resolved,EG,87,99275,0.0008763535633341728
2016-2020,world_resolved,ES,1536,99275,0.015472173256106773
2016-2020,world_resolved,ET,10,99275,0.0001007302946361118
2016-2020,world_resolved,FI,842,99275,0.008481490808360614
2016-2020,world_resolved,FJ,1,99275,1.007302946361118e-05
2016-2020,world_resolved,FM,0,99275,0.0
2016-2020,world_resolved,FO,0,99275,0.0
2016-2020,world_resolved,FR,4674,99275,0.04708133971291866
2016-2020,world_resolved,GB,8966,99275,0.09031478217073785
2016-2020,world_resolved,GE,0,99275,0.0
2016-2020,world_resolved,GF,1,99275,1.007302946361118e-05
2016-2020,world_resolved,GH,7,99275,7.051120624527826e-05
2016-2020,world_resolved,GI,1,99275,1.007302946361118e-05
2016-2020,world_resolved,GL,0,99275,0.0
2016-2020,world_resolved,GM,1,99275,1.007302946361118e-05
2016-2020,world_resolved,GN,0,99275,0.0
2016-2020,world_resolved,GP,1,99275,1.007302946361118e-05
2016-2020,world_resolved,GR,596,99275,0.006003525560312264
2016-2020,world_resolved,GT,1,99275,1.007302946361118e-05
2016-2020,world_resolved,GY,1,99275,1.007302946361118e-05
2016-2020,world_resolved,HK,2417,99275,0.024346512213548225
2016-2020,world_resolved,HN,0,99275,0.0
2016-2020,world_resolved,HR,30,99275,0.00030219088390833545
2016-2020,world_resolved,HU,165,99275,0.0016620498614958448
2016-2020,world_resolved,ID,24,99275,0.00024175270712666834
2016-2020,world_resolved,IE,445,99275,0.0044824981113069755
2016-2020,world_resolved,IL,2769,99275,0.02789221858473936
2016-2020,world_resolved,IN,2302,99275,0.023188113825232937
2016-2020,world_resolved,IO,0,99275,0.0
2016-2020,world_resolved,IQ,7,99275,7.051120624527826e-05
2016-2020,world_resolved,IR,183,99275,0.0018433643918408461
2016-2020,world_resolved,IS,23,99275,0.00023167967766305717
2016-2020,world_resolved,IT,2796,99275,0.028164190380256863
2016-2020,world_resolved,JM,66,99275,0.000664819944598338
2016-2020,world_resolved,JO,10,99275,0.0001007302946361118
2016-2020,world_resolved,JP,3855,99275,0.0388315285822211
2016-2020,world_resolved,KE,7,99275,7.051120624527826e-05
2016-2020,world_resolved,KG,0,99275,0.0
2016-2020,world_resolved,KH,7,99275,7.051120624527826e-05
2016-2020,world_resolved,KN,0,99275,0.0
2016-2020,world_resolved,KP,1,99275,1.007302946361118e-05
2016-2020,world_resolved,KR,2620,99275,0.026391337194661295
2016-2020,world_resolved,KW,3,99275,3.0219088390833542e-05
2016-2020,world_resolved,KY,55,99275,0.000554016620498615
2016-2020,world_resolved,KZ,18,99275,0.00018131453034500125
2016-2020,world_resolved,LB,30,99275,0.00030219088390833545
2016-2020,world_resolved,LI,5,99275,5.03651473180559e-05
2016-2020,world_resolved,LK,27,99275,0.0002719717955175019
2016-2020,world_resolved,LS,0,99275,0.0
2016-2020,world_resolved,LT,5,99275,5.03651473180559e-05
2016-2020,world_resolved,LU,217,99275,0.002185847393603626
2016-2020,world_resolved,LV,12,99275,0.00012087635356333417
2016-2020,world_resolved,LY,1,99275,1.007302946361118e-05
2016-2020,world_resolved,MA,18,99275,0.00018131453034500125
2016-2020,world_resolved,MD,2,99275,2.014605892722236e-05
2016-2020,world_resolved,ME,0,99275,0.0
2016-2020,world_resolved,MG,0,99275,0.0
2016-2020,world_resolved,MK,42,99275,0.0004230672374716696
2016-2020,world_resolved,ML,2,99275,2.014605892722236e-05
